,season,date_code,weekending,region,Respiratory_Virus,year,month,Number_Positive
1855,2012-2013,2012-12-17,2012-12-22,Northern,Influenza_B,2012,12,0
1856,2012-2013,2012-12-17,2012-12-22,Northern,RSV,2012,12,26
1857,2012-2013,2012-12-17,2012-12-22,Southern,Influenza_A,2012,12,10
1858,2012-2013,2012-12-17,2012-12-22,Southern,Influenza_B,2012,12,6
1859,2012-2013,2012-12-17,2012-12-22,Southern,RSV,2012,12,105
1860,2012-2013,2012-12-24,2012-12-29,Bay Area,Influenza_A,2012,12,73
1861,2012-2013,2012-12-24,2012-12-29,Bay Area,Influenza_B,2012,12,6
1862,2012-2013,2012-12-24,2012-12-29,Bay Area,RSV,2012,12,195
1863,2012-2013,2012-12-24,2012-12-29,Central,Influenza_A,2012,12,14
1864,2012-2013,2012-12-24,2012-12-29,Central,Influenza_B,2012,12,6
1865,2012-2013,2012-12-24,2012-12-29,Central,RSV,2012,12,165
1866,2012-2013,2012-12-24,2012-12-29,Northern,Influenza_A,2012,12,8
1867,2012-2013,2012-12-24,2012-12-29,Northern,Influenza_B,2012,12,0
1868,2012-2013,2012-12-24,2012-12-29,Northern,RSV,2012,12,37
1869,2012-2013,2012-12-24,2012-12-29,Southern,Influenza_A,2012,12,33
1870,2012-2013,2012-12-24,2012-12-29,Southern,Influenza_B,2012,12,7
1871,2012-2013,2012-12-24,2012-12-29,Southern,RSV,2012,12,141
1872,2012-2013,2012-12-31,2013-01-05,Bay Area,Influenza_A,2012,12,153
1873,2012-2013,2012-12-31,2013-01-05,Bay Area,Influenza_B,2012,12,15
1874,2012-2013,2012-12-31,2013-01-05,Bay Area,RSV,2012,12,277
1875,2012-2013,2012-12-31,2013-01-05,Central,Influenza_A,2012,12,33
1876,2012-2013,2012-12-31,2013-01-05,Central,Influenza_B,2012,12,3
1877,2012-2013,2012-12-31,2013-01-05,Central,RSV,2012,12,216
1878,2012-2013,2012-12-31,2013-01-05,Northern,Influenza_A,2012,12,13
1879,2012-2013,2012-12-31,2013-01-05,Northern,Influenza_B,2012,12,8
1880,2012-2013,2012-12-31,2013-01-05,Northern,RSV,2012,12,67
1881,2012-2013,2012-12-31,2013-01-05,Southern,Influenza_A,2012,12,45
1882,2012-2013,2012-12-31,2013-01-05,Southern,Influenza_B,2012,12,15
1883,2012-2013,2012-12-31,2013-01-05,Southern,RSV,2012,12,172
1884,2012-2013,2013-01-07,2013-01-12,Bay Area,Influenza_A,2013,1,267
1885,2012-2013,2013-01-07,2013-01-12,Bay Area,Influenza_B,2013,1,34
1886,2012-2013,2013-01-07,2013-01-12,Bay Area,RSV,2013,1,289
1887,2012-2013,2013-01-07,2013-01-12,Central,Influenza_A,2013,1,46
1888,2012-2013,2013-01-07,2013-01-12,Central,Influenza_B,2013,1,11
1889,2012-2013,2013-01-07,2013-01-12,Central,RSV,2013,1,198
1890,2012-2013,2013-01-07,2013-01-12,Northern,Influenza_A,2013,1,37
1891,2012-2013,2013-01-07,2013-01-12,Northern,Influenza_B,2013,1,9
1892,2012-2013,2013-01-07,2013-01-12,Northern,RSV,2013,1,66
1893,2012-2013,2013-01-07,2013-01-12,Southern,Influenza_A,2013,1,71
1894,2012-2013,2013-01-07,2013-01-12,Southern,Influenza_B,2013,1,19
1895,2012-2013,2013-01-07,2013-01-12,Southern,RSV,2013,1,147
1896,2012-2013,2013-01-14,2013-01-19,Bay Area,Influenza_A,2013,1,332
1897,2012-2013,2013-01-14,2013-01-19,Bay Area,Influenza_B,2013,1,41
1898,2012-2013,2013-01-14,2013-01-19,Bay Area,RSV,2013,1,265
1899,2012-2013,2013-01-14,2013-01-19,Central,Influenza_A,2013,1,67
1900,2012-2013,2013-01-14,2013-01-19,Central,Influenza_B,2013,1,20
1901,2012-2013,2013-01-14,2013-01-19,Central,RSV,2013,1,158
1902,2012-2013,2013-01-14,2013-01-19,Northern,Influenza_A,2013,1,80
1903,2012-2013,2013-01-14,2013-01-19,Northern,Influenza_B,2013,1,10
1904,2012-2013,2013-01-14,2013-01-19,Northern,RSV,2013,1,106
1905,2012-2013,2013-01-14,2013-01-19,Southern,Influenza_A,2013,1,180
1906,2012-2013,2013-01-14,2013-01-19,Southern,Influenza_B,2013,1,52
1907,2012-2013,2013-01-14,2013-01-19,Southern,RSV,2013,1,145
1908,2012-2013,2013-01-21,2013-01-26,Bay Area,Influenza_A,2013,1,455
1909,2012-2013,2013-01-21,2013-01-26,Bay Area,Influenza_B,2013,1,59
1910,2012-2013,2013-01-21,2013-01-26,Bay Area,RSV,2013,1,264
1911,2012-2013,2013-01-21,2013-01-26,Central,Influenza_A,2013,1,164
1912,2012-2013,2013-01-21,2013-01-26,Central,Influenza_B,2013,1,40
1913,2012-2013,2013-01-21,2013-01-26,Central,RSV,2013,1,180
1914,2012-2013,2013-01-21,2013-01-26,Northern,Influenza_A,2013,1,97
1915,2012-2013,2013-01-21,2013-01-26,Northern,Influenza_B,2013,1,18
1916,2012-2013,2013-01-21,2013-01-26,Northern,RSV,2013,1,89
1917,2012-2013,2013-01-21,2013-01-26,Southern,Influenza_A,2013,1,270
1918,2012-2013,2013-01-21,2013-01-26,Southern,Influenza_B,2013,1,72
1919,2012-2013,2013-01-21,2013-01-26,Southern,RSV,2013,1,139
1920,2012-2013,2013-01-28,2013-02-02,Bay Area,Influenza_A,2013,1,368
1921,2012-2013,2013-01-28,2013-02-02,Bay Area,Influenza_B,2013,1,59
1922,2012-2013,2013-01-28,2013-02-02,Bay Area,RSV,2013,1,223
1923,2012-2013,2013-01-28,2013-02-02,Central,Influenza_A,2013,1,210
1924,2012-2013,2013-01-28,2013-02-02,Central,Influenza_B,2013,1,52
1925,2012-2013,2013-01-28,2013-02-02,Central,RSV,2013,1,169
1926,2012-2013,2013-01-28,2013-02-02,Northern,Influenza_A,2013,1,79
1927,2012-2013,2013-01-28,2013-02-02,Northern,Influenza_B,2013,1,9
1928,2012-2013,2013-01-28,2013-02-02,Northern,RSV,2013,1,82
1929,2012-2013,2013-01-28,2013-02-02,Southern,Influenza_A,2013,1,426
1930,2012-2013,2013-01-28,2013-02-02,Southern,Influenza_B,2013,1,148
1931,2012-2013,2013-01-28,2013-02-02,Southern,RSV,2013,1,169
1932,2012-2013,2013-02-04,2013-02-09,Bay Area,Influenza_A,2013,2,258
1933,2012-2013,2013-02-04,2013-02-09,Bay Area,Influenza_B,2013,2,52
1934,2012-2013,2013-02-04,2013-02-09,Bay Area,RSV,2013,2,208
1935,2012-2013,2013-02-04,2013-02-09,Central,Influenza_A,2013,2,158
1936,2012-2013,2013-02-04,2013-02-09,Central,Influenza_B,2013,2,79
1937,2012-2013,2013-02-04,2013-02-09,Central,RSV,2013,2,103
1938,2012-2013,2013-02-04,2013-02-09,Northern,Influenza_A,2013,2,77
1939,2012-2013,2013-02-04,2013-02-09,Northern,Influenza_B,2013,2,14
1940,2012-2013,2013-02-04,2013-02-09,Northern,RSV,2013,2,72
1941,2012-2013,2013-02-04,2013-02-09,Southern,Influenza_A,2013,2,277
1942,2012-2013,2013-02-04,2013-02-09,Southern,Influenza_B,2013,2,92
1943,2012-2013,2013-02-04,2013-02-09,Southern,RSV,2013,2,148
1944,2012-2013,2013-02-11,2013-02-16,Bay Area,Influenza_A,2013,2,217
1945,2012-2013,2013-02-11,2013-02-16,Bay Area,Influenza_B,2013,2,45
1946,2012-2013,2013-02-11,2013-02-16,Bay Area,RSV,2013,2,183
1947,2012-2013,2013-02-11,2013-02-16,Central,Influenza_A,2013,2,92
1948,2012-2013,2013-02-11,2013-02-16,Central,Influenza_B,2013,2,51
1949,2012-2013,2013-02-11,2013-02-16,Central,RSV,2013,2,77
1950,2012-2013,2013-02-11,2013-02-16,Northern,Influenza_A,2013,2,44
1951,2012-2013,2013-02-11,2013-02-16,Northern,Influenza_B,2013,2,18
1952,2012-2013,2013-02-11,2013-02-16,Northern,RSV,2013,2,67
1953,2012-2013,2013-02-11,2013-02-16,Southern,Influenza_A,2013,2,175
1954,2012-2013,2013-02-11,2013-02-16,Southern,Influenza_B,2013,2,103
1955,2012-2013,2013-02-11,2013-02-16,Southern,RSV,2013,2,152
1956,2012-2013,2013-02-18,2013-02-23,Bay Area,Influenza_A,2013,2,155
1957,2012-2013,2013-02-18,2013-02-23,Bay Area,Influenza_B,2013,2,45
1958,2012-2013,2013-02-18,2013-02-23,Bay Area,RSV,2013,2,128
1959,2012-2013,2013-02-18,2013-02-23,Central,Influenza_A,2013,2,90
1960,2012-2013,2013-02-18,2013-02-23,Central,Influenza_B,2013,2,75
1961,2012-2013,2013-02-18,2013-02-23,Central,RSV,2013,2,59
1962,2012-2013,2013-02-18,2013-02-23,Northern,Influenza_A,2013,2,38
1963,2012-2013,2013-02-18,2013-02-23,Northern,Influenza_B,2013,2,17
1964,2012-2013,2013-02-18,2013-02-23,Northern,RSV,2013,2,70
1965,2012-2013,2013-02-18,2013-02-23,Southern,Influenza_A,2013,2,109
1966,2012-2013,2013-02-18,2013-02-23,Southern,Influenza_B,2013,2,89
1967,2012-2013,2013-02-18,2013-02-23,Southern,RSV,2013,2,112
1968,2012-2013,2013-02-25,2013-03-02,Bay Area,Influenza_A,2013,2,129
1969,2012-2013,2013-02-25,2013-03-02,Bay Area,Influenza_B,2013,2,57
1970,2012-2013,2013-02-25,2013-03-02,Bay Area,RSV,2013,2,127
1971,2012-2013,2013-02-25,2013-03-02,Central,Influenza_A,2013,2,53
1972,2012-2013,2013-02-25,2013-03-02,Central,Influenza_B,2013,2,76
1973,2012-2013,2013-02-25,2013-03-02,Central,RSV,2013,2,46
1974,2012-2013,2013-02-25,2013-03-02,Northern,Influenza_A,2013,2,46
1975,2012-2013,2013-02-25,2013-03-02,Northern,Influenza_B,2013,2,18
1976,2012-2013,2013-02-25,2013-03-02,Northern,RSV,2013,2,55
1977,2012-2013,2013-02-25,2013-03-02,Southern,Influenza_A,2013,2,79
1978,2012-2013,2013-02-25,2013-03-02,Southern,Influenza_B,2013,2,76
1979,2012-2013,2013-02-25,2013-03-02,Southern,RSV,2013,2,80
1980,2012-2013,2013-03-04,2013-03-09,Bay Area,Influenza_A,2013,3,97
1981,2012-2013,2013-03-04,2013-03-09,Bay Area,Influenza_B,2013,3,55
1982,2012-2013,2013-03-04,2013-03-09,Bay Area,RSV,2013,3,84
1983,2012-2013,2013-03-04,2013-03-09,Central,Influenza_A,2013,3,32
1984,2012-2013,2013-03-04,2013-03-09,Central,Influenza_B,2013,3,64
1985,2012-2013,2013-03-04,2013-03-09,Central,RSV,2013,3,26
1986,2012-2013,2013-03-04,2013-03-09,Northern,Influenza_A,2013,3,26
1987,2012-2013,2013-03-04,2013-03-09,Northern,Influenza_B,2013,3,29
1988,2012-2013,2013-03-04,2013-03-09,Northern,RSV,2013,3,40
1989,2012-2013,2013-03-04,2013-03-09,Southern,Influenza_A,2013,3,63
1990,2012-2013,2013-03-04,2013-03-09,Southern,Influenza_B,2013,3,93
1991,2012-2013,2013-03-04,2013-03-09,Southern,RSV,2013,3,72
1992,2012-2013,2013-03-11,2013-03-16,Bay Area,Influenza_A,2013,3,56
1993,2012-2013,2013-03-11,2013-03-16,Bay Area,Influenza_B,2013,3,48
1994,2012-2013,2013-03-11,2013-03-16,Bay Area,RSV,2013,3,77
1995,2012-2013,2013-03-11,2013-03-16,Central,Influenza_A,2013,3,19
1996,2012-2013,2013-03-11,2013-03-16,Central,Influenza_B,2013,3,64
1997,2012-2013,2013-03-11,2013-03-16,Central,RSV,2013,3,29
1998,2012-2013,2013-03-11,2013-03-16,Northern,Influenza_A,2013,3,13
1999,2012-2013,2013-03-11,2013-03-16,Northern,Influenza_B,2013,3,18
2000,2012-2013,2013-03-11,2013-03-16,Northern,RSV,2013,3,26
2001,2012-2013,2013-03-11,2013-03-16,Southern,Influenza_A,2013,3,24
2002,2012-2013,2013-03-11,2013-03-16,Southern,Influenza_B,2013,3,66
2003,2012-2013,2013-03-11,2013-03-16,Southern,RSV,2013,3,52
2004,2012-2013,2013-03-18,2013-03-23,Bay Area,Influenza_A,2013,3,28
2005,2012-2013,2013-03-18,2013-03-23,Bay Area,Influenza_B,2013,3,36
2006,2012-2013,2013-03-18,2013-03-23,Bay Area,RSV,2013,3,60
2007,2012-2013,2013-03-18,2013-03-23,Central,Influenza_A,2013,3,12
2008,2012-2013,2013-03-18,2013-03-23,Central,Influenza_B,2013,3,35
2009,2012-2013,2013-03-18,2013-03-23,Central,RSV,2013,3,13
2010,2012-2013,2013-03-18,2013-03-23,Northern,Influenza_A,2013,3,2
2011,2012-2013,2013-03-18,2013-03-23,Northern,Influenza_B,2013,3,11
2012,2012-2013,2013-03-18,2013-03-23,Northern,RSV,2013,3,12
2013,2012-2013,2013-03-18,2013-03-23,Southern,Influenza_A,2013,3,17
2014,2012-2013,2013-03-18,2013-03-23,Southern,Influenza_B,2013,3,37
2015,2012-2013,2013-03-18,2013-03-23,Southern,RSV,2013,3,39
2016,2012-2013,2013-03-25,2013-03-30,Bay Area,Influenza_A,2013,3,15
2017,2012-2013,2013-03-25,2013-03-30,Bay Area,Influenza_B,2013,3,19
2018,2012-2013,2013-03-25,2013-03-30,Bay Area,RSV,2013,3,29
2019,2012-2013,2013-03-25,2013-03-30,Central,Influenza_A,2013,3,3
2020,2012-2013,2013-03-25,2013-03-30,Central,Influenza_B,2013,3,16
2021,2012-2013,2013-03-25,2013-03-30,Central,RSV,2013,3,15
2022,2012-2013,2013-03-25,2013-03-30,Northern,Influenza_A,2013,3,5
2023,2012-2013,2013-03-25,2013-03-30,Northern,Influenza_B,2013,3,12
2024,2012-2013,2013-03-25,2013-03-30,Northern,RSV,2013,3,6
2025,2012-2013,2013-03-25,2013-03-30,Southern,Influenza_A,2013,3,0
2026,2012-2013,2013-03-25,2013-03-30,Southern,Influenza_B,2013,3,3
2027,2012-2013,2013-03-25,2013-03-30,Southern,RSV,2013,3,12
2028,2012-2013,2013-04-01,2013-04-06,Bay Area,Influenza_A,2013,4,3
2029,2012-2013,2013-04-01,2013-04-06,Bay Area,Influenza_B,2013,4,17
2030,2012-2013,2013-04-01,2013-04-06,Bay Area,RSV,2013,4,32
2031,2012-2013,2013-04-01,2013-04-06,Central,Influenza_A,2013,4,3
2032,2012-2013,2013-04-01,2013-04-06,Central,Influenza_B,2013,4,8
2033,2012-2013,2013-04-01,2013-04-06,Central,RSV,2013,4,17
2034,2012-2013,2013-04-01,2013-04-06,Northern,Influenza_A,2013,4,0
2035,2012-2013,2013-04-01,2013-04-06,Northern,Influenza_B,2013,4,7
2036,2012-2013,2013-04-01,2013-04-06,Northern,RSV,2013,4,6
2037,2012-2013,2013-04-01,2013-04-06,Southern,Influenza_A,2013,4,5
2038,2012-2013,2013-04-01,2013-04-06,Southern,Influenza_B,2013,4,15
2039,2012-2013,2013-04-01,2013-04-06,Southern,RSV,2013,4,18
2040,2012-2013,2013-04-08,2013-04-13,Bay Area,Influenza_A,2013,4,6
2041,2012-2013,2013-04-08,2013-04-13,Bay Area,Influenza_B,2013,4,14
2042,2012-2013,2013-04-08,2013-04-13,Bay Area,RSV,2013,4,23
2043,2012-2013,2013-04-08,2013-04-13,Central,Influenza_A,2013,4,0
2044,2012-2013,2013-04-08,2013-04-13,Central,Influenza_B,2013,4,3
2045,2012-2013,2013-04-08,2013-04-13,Central,RSV,2013,4,4
2046,2012-2013,2013-04-08,2013-04-13,Northern,Influenza_A,2013,4,0
2047,2012-2013,2013-04-08,2013-04-13,Northern,Influenza_B,2013,4,3
2048,2012-2013,2013-04-08,2013-04-13,Northern,RSV,2013,4,0
2049,2012-2013,2013-04-08,2013-04-13,Southern,Influenza_A,2013,4,2
2050,2012-2013,2013-04-08,2013-04-13,Southern,Influenza_B,2013,4,3
2051,2012-2013,2013-04-08,2013-04-13,Southern,RSV,2013,4,8
2052,2012-2013,2013-04-15,2013-04-20,Bay Area,Influenza_A,2013,4,1
2053,2012-2013,2013-04-15,2013-04-20,Bay Area,Influenza_B,2013,4,9
2054,2012-2013,2013-04-15,2013-04-20,Bay Area,RSV,2013,4,5
2055,2012-2013,2013-04-15,2013-04-20,Central,Influenza_A,2013,4,3
2056,2012-2013,2013-04-15,2013-04-20,Central,Influenza_B,2013,4,4
2057,2012-2013,2013-04-15,2013-04-20,Central,RSV,2013,4,7
2058,2012-2013,2013-04-15,2013-04-20,Northern,Influenza_A,2013,4,0
2059,2012-2013,2013-04-15,2013-04-20,Northern,Influenza_B,2013,4,3
2060,2012-2013,2013-04-15,2013-04-20,Northern,RSV,2013,4,3
2061,2012-2013,2013-04-15,2013-04-20,Southern,Influenza_A,2013,4,1
2062,2012-2013,2013-04-15,2013-04-20,Southern,Influenza_B,2013,4,4
2063,2012-2013,2013-04-15,2013-04-20,Southern,RSV,2013,4,4
2064,2012-2013,2013-04-22,2013-04-27,Bay Area,Influenza_A,2013,4,2
2065,2012-2013,2013-04-22,2013-04-27,Bay Area,Influenza_B,2013,4,6
2066,2012-2013,2013-04-22,2013-04-27,Bay Area,RSV,2013,4,5
2067,2012-2013,2013-04-22,2013-04-27,Central,Influenza_A,2013,4,1
2068,2012-2013,2013-04-22,2013-04-27,Central,Influenza_B,2013,4,0
2069,2012-2013,2013-04-22,2013-04-27,Central,RSV,2013,4,2
2070,2012-2013,2013-04-22,2013-04-27,Northern,Influenza_A,2013,4,0
2071,2012-2013,2013-04-22,2013-04-27,Northern,Influenza_B,2013,4,0
2072,2012-2013,2013-04-22,2013-04-27,Northern,RSV,2013,4,2
2073,2012-2013,2013-04-22,2013-04-27,Southern,Influenza_A,2013,4,0
2074,2012-2013,2013-04-22,2013-04-27,Southern,Influenza_B,2013,4,1
2075,2012-2013,2013-04-22,2013-04-27,Southern,RSV,2013,4,0
2076,2012-2013,2013-04-29,2013-05-04,Bay Area,Influenza_A,2013,4,0
2077,2012-2013,2013-04-29,2013-05-04,Bay Area,Influenza_B,2013,4,5
2078,2012-2013,2013-04-29,2013-05-04,Bay Area,RSV,2013,4,3
2079,2012-2013,2013-04-29,2013-05-04,Central,Influenza_A,2013,4,0
2080,2012-2013,2013-04-29,2013-05-04,Central,Influenza_B,2013,4,2
2081,2012-2013,2013-04-29,2013-05-04,Central,RSV,2013,4,2
2082,2012-2013,2013-04-29,2013-05-04,Northern,Influenza_A,2013,4,0
2083,2012-2013,2013-04-29,2013-05-04,Northern,Influenza_B,2013,4,0
2084,2012-2013,2013-04-29,2013-05-04,Northern,RSV,2013,4,1
2085,2012-2013,2013-04-29,2013-05-04,Southern,Influenza_A,2013,4,0
2086,2012-2013,2013-04-29,2013-05-04,Southern,Influenza_B,2013,4,1
2087,2012-2013,2013-04-29,2013-05-04,Southern,RSV,2013,4,3
2088,2012-2013,2013-05-06,2013-05-11,Bay Area,Influenza_A,2013,5,1
2089,2012-2013,2013-05-06,2013-05-11,Bay Area,Influenza_B,2013,5,2
2090,2012-2013,2013-05-06,2013-05-11,Bay Area,RSV,2013,5,0
2091,2012-2013,2013-05-06,2013-05-11,Central,Influenza_A,2013,5,0
2092,2012-2013,2013-05-06,2013-05-11,Central,Influenza_B,2013,5,1
2093,2012-2013,2013-05-06,2013-05-11,Central,RSV,2013,5,1
2094,2012-2013,2013-05-06,2013-05-11,Northern,Influenza_A,2013,5,0
2095,2012-2013,2013-05-06,2013-05-11,Northern,Influenza_B,2013,5,0
2096,2012-2013,2013-05-06,2013-05-11,Northern,RSV,2013,5,0
2097,2012-2013,2013-05-06,2013-05-11,Southern,Influenza_A,2013,5,0
2098,2012-2013,2013-05-06,2013-05-11,Southern,Influenza_B,2013,5,1
2099,2012-2013,2013-05-06,2013-05-11,Southern,RSV,2013,5,1
2100,2012-2013,2013-05-13,2013-05-18,Bay Area,Influenza_A,2013,5,1
2101,2012-2013,2013-05-13,2013-05-18,Bay Area,Influenza_B,2013,5,1
2102,2012-2013,2013-05-13,2013-05-18,Bay Area,RSV,2013,5,0
2103,2012-2013,2013-05-13,2013-05-18,Central,Influenza_A,2013,5,0
2104,2012-2013,2013-05-13,2013-05-18,Central,Influenza_B,2013,5,0
2105,2012-2013,2013-05-13,2013-05-18,Central,RSV,2013,5,0
2106,2012-2013,2013-05-13,2013-05-18,Northern,Influenza_A,2013,5,0
2107,2012-2013,2013-05-13,2013-05-18,Northern,Influenza_B,2013,5,0
2108,2012-2013,2013-05-13,2013-05-18,Northern,RSV,2013,5,0
2109,2012-2013,2013-05-13,2013-05-18,Southern,Influenza_A,2013,5,0
2110,2012-2013,2013-05-13,2013-05-18,Southern,Influenza_B,2013,5,0
2111,2012-2013,2013-05-13,2013-05-18,Southern,RSV,2013,5,1
2112,2012-2013,2013-05-20,2013-05-25,Bay Area,Influenza_A,2013,5,0
2113,2012-2013,2013-05-20,2013-05-25,Bay Area,Influenza_B,2013,5,0
2114,2012-2013,2013-05-20,2013-05-25,Bay Area,RSV,2013,5,0
2115,2012-2013,2013-05-20,2013-05-25,Central,Influenza_A,2013,5,0
2116,2012-2013,2013-05-20,2013-05-25,Central,Influenza_B,2013,5,0
2117,2012-2013,2013-05-20,2013-05-25,Central,RSV,2013,5,0
2118,2012-2013,2013-05-20,2013-05-25,Northern,Influenza_A,2013,5,0
2119,2012-2013,2013-05-20,2013-05-25,Northern,Influenza_B,2013,5,0
2120,2012-2013,2013-05-20,2013-05-25,Northern,RSV,2013,5,0
2121,2012-2013,2013-05-20,2013-05-25,Southern,Influenza_A,2013,5,1
2122,2012-2013,2013-05-20,2013-05-25,Southern,Influenza_B,2013,5,0
2123,2012-2013,2013-05-20,2013-05-25,Southern,RSV,2013,5,0
2124,2012-2013,2013-05-27,2013-06-01,Bay Area,Influenza_A,2013,5,1
2125,2012-2013,2013-05-27,2013-06-01,Bay Area,Influenza_B,2013,5,0
2126,2012-2013,2013-05-27,2013-06-01,Bay Area,RSV,2013,5,1
2127,2012-2013,2013-05-27,2013-06-01,Central,Influenza_A,2013,5,0
2128,2012-2013,2013-05-27,2013-06-01,Central,Influenza_B,2013,5,0
2129,2012-2013,2013-05-27,2013-06-01,Central,RSV,2013,5,0
2130,2012-2013,2013-05-27,2013-06-01,Northern,Influenza_A,2013,5,0
2131,2012-2013,2013-05-27,2013-06-01,Northern,Influenza_B,2013,5,0
2132,2012-2013,2013-05-27,2013-06-01,Northern,RSV,2013,5,0
2133,2012-2013,2013-05-27,2013-06-01,Southern,Influenza_A,2013,5,0
2134,2012-2013,2013-05-27,2013-06-01,Southern,Influenza_B,2013,5,0
2135,2012-2013,2013-05-27,2013-06-01,Southern,RSV,2013,5,0
2136,2012-2013,2013-06-03,2013-06-08,Bay Area,Influenza_A,2013,6,0
2137,2012-2013,2013-06-03,2013-06-08,Bay Area,Influenza_B,2013,6,0
2138,2012-2013,2013-06-03,2013-06-08,Bay Area,RSV,2013,6,0
2139,2012-2013,2013-06-03,2013-06-08,Central,Influenza_A,2013,6,0
2140,2012-2013,2013-06-03,2013-06-08,Central,Influenza_B,2013,6,0
2141,2012-2013,2013-06-03,2013-06-08,Central,RSV,2013,6,0
2142,2012-2013,2013-06-03,2013-06-08,Northern,Influenza_A,2013,6,0
2143,2012-2013,2013-06-03,2013-06-08,Northern,Influenza_B,2013,6,0
2144,2012-2013,2013-06-03,2013-06-08,Northern,RSV,2013,6,0
2145,2012-2013,2013-06-03,2013-06-08,Southern,Influenza_A,2013,6,0
2146,2012-2013,2013-06-03,2013-06-08,Southern,Influenza_B,2013,6,0
2147,2012-2013,2013-06-03,2013-06-08,Southern,RSV,2013,6,0
2148,2012-2013,2013-06-10,2013-06-15,Bay Area,Influenza_A,2013,6,0
2149,2012-2013,2013-06-10,2013-06-15,Bay Area,Influenza_B,2013,6,0
2150,2012-2013,2013-06-10,2013-06-15,Bay Area,RSV,2013,6,1
2151,2012-2013,2013-06-10,2013-06-15,Central,Influenza_A,2013,6,0
2152,2012-2013,2013-06-10,2013-06-15,Central,Influenza_B,2013,6,0
2153,2012-2013,2013-06-10,2013-06-15,Central,RSV,2013,6,0
2154,2012-2013,2013-06-10,2013-06-15,Northern,Influenza_A,2013,6,0
2155,2012-2013,2013-06-10,2013-06-15,Northern,Influenza_B,2013,6,0
2156,2012-2013,2013-06-10,2013-06-15,Northern,RSV,2013,6,0
2157,2012-2013,2013-06-10,2013-06-15,Southern,Influenza_A,2013,6,0
2158,2012-2013,2013-06-10,2013-06-15,Southern,Influenza_B,2013,6,0
2159,2012-2013,2013-06-10,2013-06-15,Southern,RSV,2013,6,0
2160,2012-2013,2013-06-17,2013-06-22,Bay Area,Influenza_A,2013,6,0
2161,2012-2013,2013-06-17,2013-06-22,Bay Area,Influenza_B,2013,6,0
2162,2012-2013,2013-06-17,2013-06-22,Bay Area,RSV,2013,6,0
2163,2012-2013,2013-06-17,2013-06-22,Central,Influenza_A,2013,6,0
2164,2012-2013,2013-06-17,2013-06-22,Central,Influenza_B,2013,6,0
2165,2012-2013,2013-06-17,2013-06-22,Central,RSV,2013,6,0
2166,2012-2013,2013-06-17,2013-06-22,Northern,Influenza_A,2013,6,0
2167,2012-2013,2013-06-17,2013-06-22,Northern,Influenza_B,2013,6,0
2168,2012-2013,2013-06-17,2013-06-22,Northern,RSV,2013,6,0
2169,2012-2013,2013-06-17,2013-06-22,Southern,Influenza_A,2013,6,0
2170,2012-2013,2013-06-17,2013-06-22,Southern,Influenza_B,2013,6,0
2171,2012-2013,2013-06-17,2013-06-22,Southern,RSV,2013,6,0
2172,2012-2013,2013-06-24,2013-06-29,Bay Area,Influenza_A,2013,6,0
2173,2012-2013,2013-06-24,2013-06-29,Bay Area,Influenza_B,2013,6,0
2174,2012-2013,2013-06-24,2013-06-29,Bay Area,RSV,2013,6,1
2175,2012-2013,2013-06-24,2013-06-29,Central,Influenza_A,2013,6,0
2176,2012-2013,2013-06-24,2013-06-29,Central,Influenza_B,2013,6,0
2177,2012-2013,2013-06-24,2013-06-29,Central,RSV,2013,6,0
2178,2012-2013,2013-06-24,2013-06-29,Northern,Influenza_A,2013,6,0
2179,2012-2013,2013-06-24,2013-06-29,Northern,Influenza_B,2013,6,0
2180,2012-2013,2013-06-24,2013-06-29,Northern,RSV,2013,6,0
2181,2012-2013,2013-06-24,2013-06-29,Southern,Influenza_A,2013,6,0
2182,2012-2013,2013-06-24,2013-06-29,Southern,Influenza_B,2013,6,0
2183,2012-2013,2013-06-24,2013-06-29,Southern,RSV,2013,6,0
2184,2012-2013,2013-07-01,2013-07-06,Bay Area,Influenza_A,2013,7,0
2185,2012-2013,2013-07-01,2013-07-06,Bay Area,Influenza_B,2013,7,1
2186,2012-2013,2013-07-01,2013-07-06,Bay Area,RSV,2013,7,2
2187,2012-2013,2013-07-01,2013-07-06,Central,Influenza_A,2013,7,0
2188,2012-2013,2013-07-01,2013-07-06,Central,Influenza_B,2013,7,0
2189,2012-2013,2013-07-01,2013-07-06,Central,RSV,2013,7,0
2190,2012-2013,2013-07-01,2013-07-06,Northern,Influenza_A,2013,7,0
2191,2012-2013,2013-07-01,2013-07-06,Northern,Influenza_B,2013,7,0
2192,2012-2013,2013-07-01,2013-07-06,Northern,RSV,2013,7,0
2193,2012-2013,2013-07-01,2013-07-06,Southern,Influenza_A,2013,7,0
2194,2012-2013,2013-07-01,2013-07-06,Southern,Influenza_B,2013,7,0
2195,2012-2013,2013-07-01,2013-07-06,Southern,RSV,2013,7,0
2196,2012-2013,2013-07-08,2013-07-13,Bay Area,Influenza_A,2013,7,1
2197,2012-2013,2013-07-08,2013-07-13,Bay Area,Influenza_B,2013,7,0
2198,2012-2013,2013-07-08,2013-07-13,Bay Area,RSV,2013,7,0
2199,2012-2013,2013-07-08,2013-07-13,Central,Influenza_A,2013,7,0
2200,2012-2013,2013-07-08,2013-07-13,Central,Influenza_B,2013,7,0
2201,2012-2013,2013-07-08,2013-07-13,Central,RSV,2013,7,1
