,date_code,region,Respiratory_Virus,Number_Positive
1391,2015-04,Northern,Parainfluenza_1,0
1392,2015-04,Northern,Parainfluenza_2,0
1393,2015-04,Northern,Parainfluenza_3,4
1394,2015-04,Northern,Parainfluenza_4,0
1395,2015-04,Northern,Parainfluenza_UnknownType,0
1396,2015-04,Northern,RSV,10
1397,2015-04,Southern,Adenovirus,43
1398,2015-04,Southern,Enterovirus_Rhinovirus,367
1399,2015-04,Southern,HMPV,108
1400,2015-04,Southern,Influenza_A,11
1401,2015-04,Southern,Influenza_B,137
1402,2015-04,Southern,Parainfluenza_1,1
1403,2015-04,Southern,Parainfluenza_2,0
1404,2015-04,Southern,Parainfluenza_3,110
1405,2015-04,Southern,Parainfluenza_4,2
1406,2015-04,Southern,Parainfluenza_UnknownType,16
1407,2015-04,Southern,RSV,43
1408,2015-05,Bay Area,Adenovirus,53
1409,2015-05,Bay Area,Enterovirus_Rhinovirus,125
1410,2015-05,Bay Area,HMPV,29
1411,2015-05,Bay Area,Influenza_A,1
1412,2015-05,Bay Area,Influenza_B,27
1413,2015-05,Bay Area,Parainfluenza_1,1
1414,2015-05,Bay Area,Parainfluenza_2,0
1415,2015-05,Bay Area,Parainfluenza_3,49
1416,2015-05,Bay Area,Parainfluenza_4,0
1417,2015-05,Bay Area,Parainfluenza_UnknownType,0
1418,2015-05,Bay Area,RSV,2
1419,2015-05,Central,Adenovirus,15
1420,2015-05,Central,Enterovirus_Rhinovirus,103
1421,2015-05,Central,HMPV,22
1422,2015-05,Central,Influenza_A,1
1423,2015-05,Central,Influenza_B,21
1424,2015-05,Central,Parainfluenza_1,1
1425,2015-05,Central,Parainfluenza_2,0
1426,2015-05,Central,Parainfluenza_3,26
1427,2015-05,Central,Parainfluenza_4,0
1428,2015-05,Central,Parainfluenza_UnknownType,0
1429,2015-05,Central,RSV,2
1430,2015-05,Northern,Adenovirus,8
1431,2015-05,Northern,Enterovirus_Rhinovirus,18
1432,2015-05,Northern,HMPV,7
1433,2015-05,Northern,Influenza_A,1
1434,2015-05,Northern,Influenza_B,4
1435,2015-05,Northern,Parainfluenza_1,1
1436,2015-05,Northern,Parainfluenza_2,0
1437,2015-05,Northern,Parainfluenza_3,10
1438,2015-05,Northern,Parainfluenza_4,0
1439,2015-05,Northern,Parainfluenza_UnknownType,0
1440,2015-05,Northern,RSV,5
1441,2015-05,Southern,Adenovirus,31
1442,2015-05,Southern,Enterovirus_Rhinovirus,327
1443,2015-05,Southern,HMPV,79
1444,2015-05,Southern,Influenza_A,7
1445,2015-05,Southern,Influenza_B,74
1446,2015-05,Southern,Parainfluenza_1,3
1447,2015-05,Southern,Parainfluenza_2,1
1448,2015-05,Southern,Parainfluenza_3,131
1449,2015-05,Southern,Parainfluenza_4,0
1450,2015-05,Southern,Parainfluenza_UnknownType,9
1451,2015-05,Southern,RSV,11
1452,2015-06,Bay Area,Adenovirus,50
1453,2015-06,Bay Area,Enterovirus_Rhinovirus,100
1454,2015-06,Bay Area,HMPV,22
1455,2015-06,Bay Area,Influenza_A,3
1456,2015-06,Bay Area,Influenza_B,14
1457,2015-06,Bay Area,Parainfluenza_1,2
1458,2015-06,Bay Area,Parainfluenza_2,0
1459,2015-06,Bay Area,Parainfluenza_3,45
1460,2015-06,Bay Area,Parainfluenza_4,0
1461,2015-06,Bay Area,Parainfluenza_UnknownType,0
1462,2015-06,Bay Area,RSV,2
1463,2015-06,Central,Adenovirus,42
1464,2015-06,Central,Enterovirus_Rhinovirus,97
1465,2015-06,Central,HMPV,22
1466,2015-06,Central,Influenza_A,2
1467,2015-06,Central,Influenza_B,2
1468,2015-06,Central,Parainfluenza_1,0
1469,2015-06,Central,Parainfluenza_2,0
1470,2015-06,Central,Parainfluenza_3,27
1471,2015-06,Central,Parainfluenza_4,0
1472,2015-06,Central,Parainfluenza_UnknownType,0
1473,2015-06,Central,RSV,2
1474,2015-06,Northern,Adenovirus,16
1475,2015-06,Northern,Enterovirus_Rhinovirus,16
1476,2015-06,Northern,HMPV,3
1477,2015-06,Northern,Influenza_A,1
1478,2015-06,Northern,Influenza_B,2
1479,2015-06,Northern,Parainfluenza_1,0
1480,2015-06,Northern,Parainfluenza_2,0
1481,2015-06,Northern,Parainfluenza_3,7
1482,2015-06,Northern,Parainfluenza_4,0
1483,2015-06,Northern,Parainfluenza_UnknownType,0
1484,2015-06,Northern,RSV,0
1485,2015-06,Southern,Adenovirus,21
1486,2015-06,Southern,Enterovirus_Rhinovirus,138
1487,2015-06,Southern,HMPV,27
1488,2015-06,Southern,Influenza_A,1
1489,2015-06,Southern,Influenza_B,4
1490,2015-06,Southern,Parainfluenza_1,4
1491,2015-06,Southern,Parainfluenza_2,0
1492,2015-06,Southern,Parainfluenza_3,65
1493,2015-06,Southern,Parainfluenza_4,0
1494,2015-06,Southern,Parainfluenza_UnknownType,5
1495,2015-06,Southern,RSV,1
1496,2015-07,Bay Area,Adenovirus,28
1497,2015-07,Bay Area,Enterovirus_Rhinovirus,44
1498,2015-07,Bay Area,HMPV,15
1499,2015-07,Bay Area,Influenza_A,5
1500,2015-07,Bay Area,Influenza_B,0
1501,2015-07,Bay Area,Parainfluenza_1,0
1502,2015-07,Bay Area,Parainfluenza_2,0
1503,2015-07,Bay Area,Parainfluenza_3,14
1504,2015-07,Bay Area,Parainfluenza_4,0
1505,2015-07,Bay Area,Parainfluenza_UnknownType,0
1506,2015-07,Bay Area,RSV,0
1507,2015-07,Central,Adenovirus,15
1508,2015-07,Central,Enterovirus_Rhinovirus,58
1509,2015-07,Central,HMPV,12
1510,2015-07,Central,Influenza_A,2
1511,2015-07,Central,Influenza_B,0
1512,2015-07,Central,Parainfluenza_1,4
1513,2015-07,Central,Parainfluenza_2,1
1514,2015-07,Central,Parainfluenza_3,9
1515,2015-07,Central,Parainfluenza_4,0
1516,2015-07,Central,Parainfluenza_UnknownType,0
1517,2015-07,Central,RSV,1
1518,2015-07,Northern,Adenovirus,4
1519,2015-07,Northern,Enterovirus_Rhinovirus,3
1520,2015-07,Northern,HMPV,1
1521,2015-07,Northern,Influenza_A,0
1522,2015-07,Northern,Influenza_B,4
1523,2015-07,Northern,Parainfluenza_1,0
1524,2015-07,Northern,Parainfluenza_2,0
1525,2015-07,Northern,Parainfluenza_3,0
1526,2015-07,Northern,Parainfluenza_4,0
1527,2015-07,Northern,Parainfluenza_UnknownType,0
1528,2015-07,Northern,RSV,0
1529,2015-07,Southern,Adenovirus,10
1530,2015-07,Southern,Enterovirus_Rhinovirus,98
1531,2015-07,Southern,HMPV,11
1532,2015-07,Southern,Influenza_A,2
1533,2015-07,Southern,Influenza_B,1
1534,2015-07,Southern,Parainfluenza_1,3
1535,2015-07,Southern,Parainfluenza_2,0
1536,2015-07,Southern,Parainfluenza_3,13
1537,2015-07,Southern,Parainfluenza_4,0
1538,2015-07,Southern,Parainfluenza_UnknownType,3
1539,2015-07,Southern,RSV,4
1540,2015-08,Bay Area,Adenovirus,21
1541,2015-08,Bay Area,Enterovirus_Rhinovirus,109
1542,2015-08,Bay Area,HMPV,1
1543,2015-08,Bay Area,Influenza_A,1
1544,2015-08,Bay Area,Influenza_B,1
1545,2015-08,Bay Area,Parainfluenza_1,13
1546,2015-08,Bay Area,Parainfluenza_2,0
1547,2015-08,Bay Area,Parainfluenza_3,4
1548,2015-08,Bay Area,Parainfluenza_4,0
1549,2015-08,Bay Area,Parainfluenza_UnknownType,0
1550,2015-08,Bay Area,RSV,2
1551,2015-08,Central,Adenovirus,17
1552,2015-08,Central,Enterovirus_Rhinovirus,162
1553,2015-08,Central,HMPV,3
1554,2015-08,Central,Influenza_A,2
1555,2015-08,Central,Influenza_B,0
1556,2015-08,Central,Parainfluenza_1,15
1557,2015-08,Central,Parainfluenza_2,0
1558,2015-08,Central,Parainfluenza_3,4
1559,2015-08,Central,Parainfluenza_4,1
1560,2015-08,Central,Parainfluenza_UnknownType,0
1561,2015-08,Central,RSV,0
1562,2015-08,Northern,Adenovirus,0
1563,2015-08,Northern,Enterovirus_Rhinovirus,9
1564,2015-08,Northern,HMPV,1
1565,2015-08,Northern,Influenza_A,0
1566,2015-08,Northern,Influenza_B,0
1567,2015-08,Northern,Parainfluenza_1,1
1568,2015-08,Northern,Parainfluenza_2,0
1569,2015-08,Northern,Parainfluenza_3,2
1570,2015-08,Northern,Parainfluenza_4,0
1571,2015-08,Northern,Parainfluenza_UnknownType,0
1572,2015-08,Northern,RSV,0
1573,2015-08,Southern,Adenovirus,24
1574,2015-08,Southern,Enterovirus_Rhinovirus,276
1575,2015-08,Southern,HMPV,11
1576,2015-08,Southern,Influenza_A,8
1577,2015-08,Southern,Influenza_B,1
1578,2015-08,Southern,Parainfluenza_1,14
1579,2015-08,Southern,Parainfluenza_2,1
1580,2015-08,Southern,Parainfluenza_3,13
1581,2015-08,Southern,Parainfluenza_4,9
1582,2015-08,Southern,Parainfluenza_UnknownType,3
1583,2015-08,Southern,RSV,9
1584,2015-09,Bay Area,Adenovirus,19
1585,2015-09,Bay Area,Coronavirus_229E,0
1586,2015-09,Bay Area,Coronavirus_HKU1,0
1587,2015-09,Bay Area,Coronavirus_NL63,0
1588,2015-09,Bay Area,Coronavirus_OC43,0
1589,2015-09,Bay Area,Coronavirus_UnknownType,0
1590,2015-09,Bay Area,Enterovirus_Rhinovirus,113
1591,2015-09,Bay Area,HMPV,7
1592,2015-09,Bay Area,Influenza_A,12
1593,2015-09,Bay Area,Influenza_B,2
1594,2015-09,Bay Area,Parainfluenza_1,13
1595,2015-09,Bay Area,Parainfluenza_2,0
1596,2015-09,Bay Area,Parainfluenza_3,5
1597,2015-09,Bay Area,Parainfluenza_4,0
1598,2015-09,Bay Area,Parainfluenza_UnknownType,0
1599,2015-09,Bay Area,RSV,5
1600,2015-09,Central,Adenovirus,9
1601,2015-09,Central,Coronavirus_229E,0
1602,2015-09,Central,Coronavirus_HKU1,0
1603,2015-09,Central,Coronavirus_NL63,0
1604,2015-09,Central,Coronavirus_OC43,0
1605,2015-09,Central,Coronavirus_UnknownType,0
1606,2015-09,Central,Enterovirus_Rhinovirus,180
1607,2015-09,Central,HMPV,6
1608,2015-09,Central,Influenza_A,1
1609,2015-09,Central,Influenza_B,0
1610,2015-09,Central,Parainfluenza_1,36
1611,2015-09,Central,Parainfluenza_2,0
1612,2015-09,Central,Parainfluenza_3,3
1613,2015-09,Central,Parainfluenza_4,2
1614,2015-09,Central,Parainfluenza_UnknownType,0
1615,2015-09,Central,RSV,1
1616,2015-09,Northern,Adenovirus,4
1617,2015-09,Northern,Coronavirus_229E,0
1618,2015-09,Northern,Coronavirus_HKU1,0
1619,2015-09,Northern,Coronavirus_NL63,0
1620,2015-09,Northern,Coronavirus_OC43,0
1621,2015-09,Northern,Coronavirus_UnknownType,0
1622,2015-09,Northern,Enterovirus_Rhinovirus,21
1623,2015-09,Northern,HMPV,0
1624,2015-09,Northern,Influenza_A,1
1625,2015-09,Northern,Influenza_B,5
1626,2015-09,Northern,Parainfluenza_1,1
1627,2015-09,Northern,Parainfluenza_2,0
1628,2015-09,Northern,Parainfluenza_3,0
1629,2015-09,Northern,Parainfluenza_4,0
1630,2015-09,Northern,Parainfluenza_UnknownType,0
1631,2015-09,Northern,RSV,0
1632,2015-09,Southern,Adenovirus,18
1633,2015-09,Southern,Coronavirus_229E,0
1634,2015-09,Southern,Coronavirus_HKU1,0
1635,2015-09,Southern,Coronavirus_NL63,0
1636,2015-09,Southern,Coronavirus_OC43,0
1637,2015-09,Southern,Coronavirus_UnknownType,2
1638,2015-09,Southern,Enterovirus_Rhinovirus,437
1639,2015-09,Southern,HMPV,15
1640,2015-09,Southern,Influenza_A,29
1641,2015-09,Southern,Influenza_B,2
1642,2015-09,Southern,Parainfluenza_1,73
1643,2015-09,Southern,Parainfluenza_2,0
1644,2015-09,Southern,Parainfluenza_3,9
1645,2015-09,Southern,Parainfluenza_4,10
1646,2015-09,Southern,Parainfluenza_UnknownType,6
1647,2015-09,Southern,RSV,14
1648,2015-10,Bay Area,Adenovirus,5
1649,2015-10,Bay Area,Coronavirus_229E,0
1650,2015-10,Bay Area,Coronavirus_HKU1,0
1651,2015-10,Bay Area,Coronavirus_NL63,0
1652,2015-10,Bay Area,Coronavirus_OC43,0
1653,2015-10,Bay Area,Coronavirus_UnknownType,0
1654,2015-10,Bay Area,Enterovirus_Rhinovirus,105
1655,2015-10,Bay Area,HMPV,5
1656,2015-10,Bay Area,Influenza_A,7
1657,2015-10,Bay Area,Influenza_B,1
1658,2015-10,Bay Area,Parainfluenza_1,29
1659,2015-10,Bay Area,Parainfluenza_2,0
1660,2015-10,Bay Area,Parainfluenza_3,3
1661,2015-10,Bay Area,Parainfluenza_4,0
1662,2015-10,Bay Area,Parainfluenza_UnknownType,0
1663,2015-10,Bay Area,RSV,18
1664,2015-10,Central,Adenovirus,7
1665,2015-10,Central,Coronavirus_229E,1
1666,2015-10,Central,Coronavirus_HKU1,0
1667,2015-10,Central,Coronavirus_NL63,0
1668,2015-10,Central,Coronavirus_OC43,0
1669,2015-10,Central,Coronavirus_UnknownType,2
1670,2015-10,Central,Enterovirus_Rhinovirus,147
1671,2015-10,Central,HMPV,6
1672,2015-10,Central,Influenza_A,2
1673,2015-10,Central,Influenza_B,1
1674,2015-10,Central,Parainfluenza_1,49
1675,2015-10,Central,Parainfluenza_2,0
1676,2015-10,Central,Parainfluenza_3,1
1677,2015-10,Central,Parainfluenza_4,6
1678,2015-10,Central,Parainfluenza_UnknownType,0
1679,2015-10,Central,RSV,3
1680,2015-10,Northern,Adenovirus,5
1681,2015-10,Northern,Coronavirus_229E,0
1682,2015-10,Northern,Coronavirus_HKU1,0
1683,2015-10,Northern,Coronavirus_NL63,0
1684,2015-10,Northern,Coronavirus_OC43,0
1685,2015-10,Northern,Coronavirus_UnknownType,0
1686,2015-10,Northern,Enterovirus_Rhinovirus,23
1687,2015-10,Northern,HMPV,0
1688,2015-10,Northern,Influenza_A,3
1689,2015-10,Northern,Influenza_B,3
1690,2015-10,Northern,Parainfluenza_1,8
1691,2015-10,Northern,Parainfluenza_2,0
1692,2015-10,Northern,Parainfluenza_3,0
1693,2015-10,Northern,Parainfluenza_4,0
1694,2015-10,Northern,Parainfluenza_UnknownType,0
1695,2015-10,Northern,RSV,3
1696,2015-10,Southern,Adenovirus,33
1697,2015-10,Southern,Coronavirus_229E,0
1698,2015-10,Southern,Coronavirus_HKU1,0
1699,2015-10,Southern,Coronavirus_NL63,1
1700,2015-10,Southern,Coronavirus_OC43,0
1701,2015-10,Southern,Coronavirus_UnknownType,10
1702,2015-10,Southern,Enterovirus_Rhinovirus,399
1703,2015-10,Southern,HMPV,22
1704,2015-10,Southern,Influenza_A,13
1705,2015-10,Southern,Influenza_B,3
1706,2015-10,Southern,Parainfluenza_1,157
1707,2015-10,Southern,Parainfluenza_2,1
1708,2015-10,Southern,Parainfluenza_3,10
1709,2015-10,Southern,Parainfluenza_4,27
1710,2015-10,Southern,Parainfluenza_UnknownType,16
1711,2015-10,Southern,RSV,18
1712,2015-11,Bay Area,Adenovirus,8
1713,2015-11,Bay Area,Coronavirus_229E,0
1714,2015-11,Bay Area,Coronavirus_HKU1,0
1715,2015-11,Bay Area,Coronavirus_NL63,0
1716,2015-11,Bay Area,Coronavirus_OC43,0
1717,2015-11,Bay Area,Coronavirus_UnknownType,0
1718,2015-11,Bay Area,Enterovirus_Rhinovirus,115
1719,2015-11,Bay Area,HMPV,8
1720,2015-11,Bay Area,Influenza_A,18
1721,2015-11,Bay Area,Influenza_B,6
1722,2015-11,Bay Area,Parainfluenza_1,36
1723,2015-11,Bay Area,Parainfluenza_2,2
1724,2015-11,Bay Area,Parainfluenza_3,0
1725,2015-11,Bay Area,Parainfluenza_4,0
1726,2015-11,Bay Area,Parainfluenza_UnknownType,0
1727,2015-11,Bay Area,RSV,85
1728,2015-11,Central,Adenovirus,17
1729,2015-11,Central,Coronavirus_229E,0
1730,2015-11,Central,Coronavirus_HKU1,11
1731,2015-11,Central,Coronavirus_NL63,0
1732,2015-11,Central,Coronavirus_OC43,5
1733,2015-11,Central,Coronavirus_UnknownType,17
1734,2015-11,Central,Enterovirus_Rhinovirus,234
1735,2015-11,Central,HMPV,14
1736,2015-11,Central,Influenza_A,2
1737,2015-11,Central,Influenza_B,10
1738,2015-11,Central,Parainfluenza_1,53
1739,2015-11,Central,Parainfluenza_2,1
1740,2015-11,Central,Parainfluenza_3,1
1741,2015-11,Central,Parainfluenza_4,16
1742,2015-11,Central,Parainfluenza_UnknownType,0
1743,2015-11,Central,RSV,20
1744,2015-11,Northern,Adenovirus,8
1745,2015-11,Northern,Coronavirus_229E,0
1746,2015-11,Northern,Coronavirus_HKU1,0
1747,2015-11,Northern,Coronavirus_NL63,0
1748,2015-11,Northern,Coronavirus_OC43,0
1749,2015-11,Northern,Coronavirus_UnknownType,0
1750,2015-11,Northern,Enterovirus_Rhinovirus,34
1751,2015-11,Northern,HMPV,0
1752,2015-11,Northern,Influenza_A,3
1753,2015-11,Northern,Influenza_B,14
1754,2015-11,Northern,Parainfluenza_1,14
1755,2015-11,Northern,Parainfluenza_2,0
1756,2015-11,Northern,Parainfluenza_3,0
1757,2015-11,Northern,Parainfluenza_4,0
1758,2015-11,Northern,Parainfluenza_UnknownType,0
1759,2015-11,Northern,RSV,11
1760,2015-11,Southern,Adenovirus,54
1761,2015-11,Southern,Coronavirus_229E,0
1762,2015-11,Southern,Coronavirus_HKU1,1
1763,2015-11,Southern,Coronavirus_NL63,4
1764,2015-11,Southern,Coronavirus_OC43,10
1765,2015-11,Southern,Coronavirus_UnknownType,94
1766,2015-11,Southern,Enterovirus_Rhinovirus,682
1767,2015-11,Southern,HMPV,74
1768,2015-11,Southern,Influenza_A,37
1769,2015-11,Southern,Influenza_B,8
1770,2015-11,Southern,Parainfluenza_1,164
1771,2015-11,Southern,Parainfluenza_2,6
1772,2015-11,Southern,Parainfluenza_3,8
1773,2015-11,Southern,Parainfluenza_4,60
1774,2015-11,Southern,Parainfluenza_UnknownType,16
1775,2015-11,Southern,RSV,83
1776,2015-12,Bay Area,Adenovirus,13
1777,2015-12,Bay Area,Coronavirus_229E,0
1778,2015-12,Bay Area,Coronavirus_HKU1,0
1779,2015-12,Bay Area,Coronavirus_NL63,0
1780,2015-12,Bay Area,Coronavirus_OC43,0
1781,2015-12,Bay Area,Coronavirus_UnknownType,0
1782,2015-12,Bay Area,Enterovirus_Rhinovirus,80
1783,2015-12,Bay Area,HMPV,17
1784,2015-12,Bay Area,Influenza_A,36
1785,2015-12,Bay Area,Influenza_B,27
1786,2015-12,Bay Area,Parainfluenza_1,13
1787,2015-12,Bay Area,Parainfluenza_2,2
1788,2015-12,Bay Area,Parainfluenza_3,2
1789,2015-12,Bay Area,Parainfluenza_4,0
1790,2015-12,Bay Area,Parainfluenza_UnknownType,0
1791,2015-12,Bay Area,RSV,149
1792,2015-12,Central,Adenovirus,14
1793,2015-12,Central,Coronavirus_229E,0
1794,2015-12,Central,Coronavirus_HKU1,0
1795,2015-12,Central,Coronavirus_NL63,0
1796,2015-12,Central,Coronavirus_OC43,6
1797,2015-12,Central,Coronavirus_UnknownType,33
1798,2015-12,Central,Enterovirus_Rhinovirus,94
1799,2015-12,Central,HMPV,46
1800,2015-12,Central,Influenza_A,19
1801,2015-12,Central,Influenza_B,48
1802,2015-12,Central,Parainfluenza_1,10
1803,2015-12,Central,Parainfluenza_2,0
1804,2015-12,Central,Parainfluenza_3,2
1805,2015-12,Central,Parainfluenza_4,8
1806,2015-12,Central,Parainfluenza_UnknownType,0
1807,2015-12,Central,RSV,54
1808,2015-12,Northern,Adenovirus,7
1809,2015-12,Northern,Coronavirus_229E,0
1810,2015-12,Northern,Coronavirus_HKU1,0
1811,2015-12,Northern,Coronavirus_NL63,0
1812,2015-12,Northern,Coronavirus_OC43,0
1813,2015-12,Northern,Coronavirus_UnknownType,0
1814,2015-12,Northern,Enterovirus_Rhinovirus,8
1815,2015-12,Northern,HMPV,1
1816,2015-12,Northern,Influenza_A,3
1817,2015-12,Northern,Influenza_B,14
1818,2015-12,Northern,Parainfluenza_1,0
1819,2015-12,Northern,Parainfluenza_2,0
1820,2015-12,Northern,Parainfluenza_3,0
1821,2015-12,Northern,Parainfluenza_4,0
1822,2015-12,Northern,Parainfluenza_UnknownType,0
1823,2015-12,Northern,RSV,22
1824,2015-12,Southern,Adenovirus,63
1825,2015-12,Southern,Coronavirus_229E,2
1826,2015-12,Southern,Coronavirus_HKU1,0
1827,2015-12,Southern,Coronavirus_NL63,3
1828,2015-12,Southern,Coronavirus_OC43,6
1829,2015-12,Southern,Coronavirus_UnknownType,170
1830,2015-12,Southern,Enterovirus_Rhinovirus,358
1831,2015-12,Southern,HMPV,108
1832,2015-12,Southern,Influenza_A,83
1833,2015-12,Southern,Influenza_B,51
1834,2015-12,Southern,Parainfluenza_1,48
1835,2015-12,Southern,Parainfluenza_2,3
1836,2015-12,Southern,Parainfluenza_3,1
1837,2015-12,Southern,Parainfluenza_4,16
1838,2015-12,Southern,Parainfluenza_UnknownType,8
1839,2015-12,Southern,RSV,256
1840,2016-01,Bay Area,Adenovirus,15
1841,2016-01,Bay Area,Coronavirus_229E,0
1842,2016-01,Bay Area,Coronavirus_HKU1,0
1843,2016-01,Bay Area,Coronavirus_NL63,0
1844,2016-01,Bay Area,Coronavirus_OC43,0
1845,2016-01,Bay Area,Coronavirus_UnknownType,0
1846,2016-01,Bay Area,Enterovirus_Rhinovirus,78
1847,2016-01,Bay Area,HMPV,53
1848,2016-01,Bay Area,Influenza_A,158
1849,2016-01,Bay Area,Influenza_B,197
1850,2016-01,Bay Area,Parainfluenza_1,7
1851,2016-01,Bay Area,Parainfluenza_2,1
1852,2016-01,Bay Area,Parainfluenza_3,1
1853,2016-01,Bay Area,Parainfluenza_4,0
1854,2016-01,Bay Area,Parainfluenza_UnknownType,0
1855,2016-01,Bay Area,RSV,498
1856,2016-01,Central,Adenovirus,26
1857,2016-01,Central,Coronavirus_229E,3
1858,2016-01,Central,Coronavirus_HKU1,0
1859,2016-01,Central,Coronavirus_NL63,0
1860,2016-01,Central,Coronavirus_OC43,9
1861,2016-01,Central,Coronavirus_UnknownType,85
1862,2016-01,Central,Enterovirus_Rhinovirus,135
1863,2016-01,Central,HMPV,92
1864,2016-01,Central,Influenza_A,109
1865,2016-01,Central,Influenza_B,174
1866,2016-01,Central,Parainfluenza_1,12
1867,2016-01,Central,Parainfluenza_2,0
1868,2016-01,Central,Parainfluenza_3,2
1869,2016-01,Central,Parainfluenza_4,2
1870,2016-01,Central,Parainfluenza_UnknownType,0
1871,2016-01,Central,RSV,181
1872,2016-01,Northern,Adenovirus,5
1873,2016-01,Northern,Coronavirus_229E,0
1874,2016-01,Northern,Coronavirus_HKU1,0
1875,2016-01,Northern,Coronavirus_NL63,0
1876,2016-01,Northern,Coronavirus_OC43,0
1877,2016-01,Northern,Coronavirus_UnknownType,0
1878,2016-01,Northern,Enterovirus_Rhinovirus,14
1879,2016-01,Northern,HMPV,16
1880,2016-01,Northern,Influenza_A,50
1881,2016-01,Northern,Influenza_B,60
1882,2016-01,Northern,Parainfluenza_1,0
1883,2016-01,Northern,Parainfluenza_2,0
1884,2016-01,Northern,Parainfluenza_3,0
1885,2016-01,Northern,Parainfluenza_4,0
1886,2016-01,Northern,Parainfluenza_UnknownType,0
1887,2016-01,Northern,RSV,81
1888,2016-01,Southern,Adenovirus,94
1889,2016-01,Southern,Coronavirus_229E,2
1890,2016-01,Southern,Coronavirus_HKU1,4
1891,2016-01,Southern,Coronavirus_NL63,11
1892,2016-01,Southern,Coronavirus_OC43,22
1893,2016-01,Southern,Coronavirus_UnknownType,298
1894,2016-01,Southern,Enterovirus_Rhinovirus,415
1895,2016-01,Southern,HMPV,355
1896,2016-01,Southern,Influenza_A,634
1897,2016-01,Southern,Influenza_B,330
1898,2016-01,Southern,Parainfluenza_1,26
1899,2016-01,Southern,Parainfluenza_2,5
1900,2016-01,Southern,Parainfluenza_3,3
1901,2016-01,Southern,Parainfluenza_4,16
1902,2016-01,Southern,Parainfluenza_UnknownType,1
1903,2016-01,Southern,RSV,645
1904,2016-02,Bay Area,Adenovirus,14
1905,2016-02,Bay Area,Coronavirus_229E,0
1906,2016-02,Bay Area,Coronavirus_HKU1,0
1907,2016-02,Bay Area,Coronavirus_NL63,0
1908,2016-02,Bay Area,Coronavirus_OC43,0
1909,2016-02,Bay Area,Coronavirus_UnknownType,0
1910,2016-02,Bay Area,Enterovirus_Rhinovirus,92
1911,2016-02,Bay Area,HMPV,73
1912,2016-02,Bay Area,Influenza_A,387
1913,2016-02,Bay Area,Influenza_B,764
1914,2016-02,Bay Area,Parainfluenza_1,2
1915,2016-02,Bay Area,Parainfluenza_2,0
1916,2016-02,Bay Area,Parainfluenza_3,0
1917,2016-02,Bay Area,Parainfluenza_4,0
1918,2016-02,Bay Area,Parainfluenza_UnknownType,0
1919,2016-02,Bay Area,RSV,741
1920,2016-02,Central,Adenovirus,40
1921,2016-02,Central,Coronavirus_229E,1
1922,2016-02,Central,Coronavirus_HKU1,0
1923,2016-02,Central,Coronavirus_NL63,0
1924,2016-02,Central,Coronavirus_OC43,14
1925,2016-02,Central,Coronavirus_UnknownType,37
1926,2016-02,Central,Enterovirus_Rhinovirus,205
1927,2016-02,Central,HMPV,127
1928,2016-02,Central,Influenza_A,262
1929,2016-02,Central,Influenza_B,510
1930,2016-02,Central,Parainfluenza_1,1
1931,2016-02,Central,Parainfluenza_2,2
1932,2016-02,Central,Parainfluenza_3,1
1933,2016-02,Central,Parainfluenza_4,2
1934,2016-02,Central,Parainfluenza_UnknownType,1
1935,2016-02,Central,RSV,384
1936,2016-02,Northern,Adenovirus,6
1937,2016-02,Northern,Coronavirus_229E,0
1938,2016-02,Northern,Coronavirus_HKU1,0
1939,2016-02,Northern,Coronavirus_NL63,0
1940,2016-02,Northern,Coronavirus_OC43,0
1941,2016-02,Northern,Coronavirus_UnknownType,0
1942,2016-02,Northern,Enterovirus_Rhinovirus,29
1943,2016-02,Northern,HMPV,26
1944,2016-02,Northern,Influenza_A,84
1945,2016-02,Northern,Influenza_B,193
1946,2016-02,Northern,Parainfluenza_1,0
1947,2016-02,Northern,Parainfluenza_2,0
1948,2016-02,Northern,Parainfluenza_3,0
1949,2016-02,Northern,Parainfluenza_4,0
1950,2016-02,Northern,Parainfluenza_UnknownType,0
1951,2016-02,Northern,RSV,170
1952,2016-02,Southern,Adenovirus,94
1953,2016-02,Southern,Coronavirus_229E,3
1954,2016-02,Southern,Coronavirus_HKU1,12
1955,2016-02,Southern,Coronavirus_NL63,7
1956,2016-02,Southern,Coronavirus_OC43,47
1957,2016-02,Southern,Coronavirus_UnknownType,313
1958,2016-02,Southern,Enterovirus_Rhinovirus,545
1959,2016-02,Southern,HMPV,586
1960,2016-02,Southern,Influenza_A,1880
1961,2016-02,Southern,Influenza_B,1513
1962,2016-02,Southern,Parainfluenza_1,17
1963,2016-02,Southern,Parainfluenza_2,9
1964,2016-02,Southern,Parainfluenza_3,11
1965,2016-02,Southern,Parainfluenza_4,10
1966,2016-02,Southern,Parainfluenza_UnknownType,1
1967,2016-02,Southern,RSV,960
1968,2016-03,Bay Area,Adenovirus,19
1969,2016-03,Bay Area,Coronavirus_229E,0
1970,2016-03,Bay Area,Coronavirus_HKU1,0
1971,2016-03,Bay Area,Coronavirus_NL63,0
1972,2016-03,Bay Area,Coronavirus_OC43,0
1973,2016-03,Bay Area,Coronavirus_UnknownType,0
1974,2016-03,Bay Area,Enterovirus_Rhinovirus,59
1975,2016-03,Bay Area,HMPV,39
1976,2016-03,Bay Area,Influenza_A,319
1977,2016-03,Bay Area,Influenza_B,415
