,season,date_code,weekending,region,Respiratory_Virus,year,month,Number_Positive
3695,2013-2014,2014-03-31,2014-03-30,Bay Area,Influenza_B,2014,3,2
3696,2013-2014,2014-03-31,2014-03-30,Central,Influenza_AH1pdm09,2014,3,0
3697,2013-2014,2014-03-31,2014-03-30,Central,Influenza_AH3,2014,3,0
3698,2013-2014,2014-03-31,2014-03-30,Central,Influenza_ANotSubtyped,2014,3,0
3699,2013-2014,2014-03-31,2014-03-30,Central,Influenza_B,2014,3,1
3700,2013-2014,2014-03-31,2014-03-30,Northern,Influenza_AH1pdm09,2014,3,0
3701,2013-2014,2014-03-31,2014-03-30,Northern,Influenza_AH3,2014,3,0
3702,2013-2014,2014-03-31,2014-03-30,Northern,Influenza_ANotSubtyped,2014,3,0
3703,2013-2014,2014-03-31,2014-03-30,Northern,Influenza_B,2014,3,0
3704,2013-2014,2014-03-31,2014-03-30,Southern,Influenza_AH1pdm09,2014,3,0
3705,2013-2014,2014-03-31,2014-03-30,Southern,Influenza_AH3,2014,3,1
3706,2013-2014,2014-03-31,2014-03-30,Southern,Influenza_ANotSubtyped,2014,3,0
3707,2013-2014,2014-03-31,2014-03-30,Southern,Influenza_B,2014,3,9
3708,2013-2014,2014-04-07,2014-04-06,Bay Area,Influenza_AH1pdm09,2014,4,1
3709,2013-2014,2014-04-07,2014-04-06,Bay Area,Influenza_AH3,2014,4,0
3710,2013-2014,2014-04-07,2014-04-06,Bay Area,Influenza_ANotSubtyped,2014,4,0
3711,2013-2014,2014-04-07,2014-04-06,Bay Area,Influenza_B,2014,4,2
3712,2013-2014,2014-04-07,2014-04-06,Central,Influenza_AH1pdm09,2014,4,0
3713,2013-2014,2014-04-07,2014-04-06,Central,Influenza_AH3,2014,4,0
3714,2013-2014,2014-04-07,2014-04-06,Central,Influenza_ANotSubtyped,2014,4,0
3715,2013-2014,2014-04-07,2014-04-06,Central,Influenza_B,2014,4,7
3716,2013-2014,2014-04-07,2014-04-06,Northern,Influenza_AH1pdm09,2014,4,0
3717,2013-2014,2014-04-07,2014-04-06,Northern,Influenza_AH3,2014,4,0
3718,2013-2014,2014-04-07,2014-04-06,Northern,Influenza_ANotSubtyped,2014,4,0
3719,2013-2014,2014-04-07,2014-04-06,Northern,Influenza_B,2014,4,2
3720,2013-2014,2014-04-07,2014-04-06,Southern,Influenza_AH1pdm09,2014,4,1
3721,2013-2014,2014-04-07,2014-04-06,Southern,Influenza_AH3,2014,4,0
3722,2013-2014,2014-04-07,2014-04-06,Southern,Influenza_ANotSubtyped,2014,4,0
3723,2013-2014,2014-04-07,2014-04-06,Southern,Influenza_B,2014,4,12
3724,2013-2014,2014-04-14,2014-04-13,Bay Area,Influenza_AH1pdm09,2014,4,0
3725,2013-2014,2014-04-14,2014-04-13,Bay Area,Influenza_AH3,2014,4,0
3726,2013-2014,2014-04-14,2014-04-13,Bay Area,Influenza_ANotSubtyped,2014,4,0
3727,2013-2014,2014-04-14,2014-04-13,Bay Area,Influenza_B,2014,4,0
3728,2013-2014,2014-04-14,2014-04-13,Central,Influenza_AH1pdm09,2014,4,0
3729,2013-2014,2014-04-14,2014-04-13,Central,Influenza_AH3,2014,4,0
3730,2013-2014,2014-04-14,2014-04-13,Central,Influenza_ANotSubtyped,2014,4,0
3731,2013-2014,2014-04-14,2014-04-13,Central,Influenza_B,2014,4,6
3732,2013-2014,2014-04-14,2014-04-13,Northern,Influenza_AH1pdm09,2014,4,0
3733,2013-2014,2014-04-14,2014-04-13,Northern,Influenza_AH3,2014,4,0
3734,2013-2014,2014-04-14,2014-04-13,Northern,Influenza_ANotSubtyped,2014,4,0
3735,2013-2014,2014-04-14,2014-04-13,Northern,Influenza_B,2014,4,1
3736,2013-2014,2014-04-14,2014-04-13,Southern,Influenza_AH1pdm09,2014,4,0
3737,2013-2014,2014-04-14,2014-04-13,Southern,Influenza_AH3,2014,4,0
3738,2013-2014,2014-04-14,2014-04-13,Southern,Influenza_ANotSubtyped,2014,4,0
3739,2013-2014,2014-04-14,2014-04-13,Southern,Influenza_B,2014,4,8
3740,2013-2014,2014-04-21,2014-04-20,Bay Area,Influenza_AH1pdm09,2014,4,0
3741,2013-2014,2014-04-21,2014-04-20,Bay Area,Influenza_AH3,2014,4,0
3742,2013-2014,2014-04-21,2014-04-20,Bay Area,Influenza_ANotSubtyped,2014,4,0
3743,2013-2014,2014-04-21,2014-04-20,Bay Area,Influenza_B,2014,4,1
3744,2013-2014,2014-04-21,2014-04-20,Central,Influenza_AH1pdm09,2014,4,0
3745,2013-2014,2014-04-21,2014-04-20,Central,Influenza_AH3,2014,4,0
3746,2013-2014,2014-04-21,2014-04-20,Central,Influenza_ANotSubtyped,2014,4,0
3747,2013-2014,2014-04-21,2014-04-20,Central,Influenza_B,2014,4,0
3748,2013-2014,2014-04-21,2014-04-20,Northern,Influenza_AH1pdm09,2014,4,0
3749,2013-2014,2014-04-21,2014-04-20,Northern,Influenza_AH3,2014,4,0
3750,2013-2014,2014-04-21,2014-04-20,Northern,Influenza_ANotSubtyped,2014,4,0
3751,2013-2014,2014-04-21,2014-04-20,Northern,Influenza_B,2014,4,0
3752,2013-2014,2014-04-21,2014-04-20,Southern,Influenza_AH1pdm09,2014,4,0
3753,2013-2014,2014-04-21,2014-04-20,Southern,Influenza_AH3,2014,4,1
3754,2013-2014,2014-04-21,2014-04-20,Southern,Influenza_ANotSubtyped,2014,4,1
3755,2013-2014,2014-04-21,2014-04-20,Southern,Influenza_B,2014,4,2
3756,2013-2014,2014-04-28,2014-04-27,Bay Area,Influenza_AH1pdm09,2014,4,0
3757,2013-2014,2014-04-28,2014-04-27,Bay Area,Influenza_AH3,2014,4,0
3758,2013-2014,2014-04-28,2014-04-27,Bay Area,Influenza_ANotSubtyped,2014,4,0
3759,2013-2014,2014-04-28,2014-04-27,Bay Area,Influenza_B,2014,4,1
3760,2013-2014,2014-04-28,2014-04-27,Central,Influenza_AH1pdm09,2014,4,0
3761,2013-2014,2014-04-28,2014-04-27,Central,Influenza_AH3,2014,4,0
3762,2013-2014,2014-04-28,2014-04-27,Central,Influenza_ANotSubtyped,2014,4,0
3763,2013-2014,2014-04-28,2014-04-27,Central,Influenza_B,2014,4,0
3764,2013-2014,2014-04-28,2014-04-27,Northern,Influenza_AH1pdm09,2014,4,0
3765,2013-2014,2014-04-28,2014-04-27,Northern,Influenza_AH3,2014,4,0
3766,2013-2014,2014-04-28,2014-04-27,Northern,Influenza_ANotSubtyped,2014,4,0
3767,2013-2014,2014-04-28,2014-04-27,Northern,Influenza_B,2014,4,0
3768,2013-2014,2014-04-28,2014-04-27,Southern,Influenza_AH1pdm09,2014,4,1
3769,2013-2014,2014-04-28,2014-04-27,Southern,Influenza_AH3,2014,4,2
3770,2013-2014,2014-04-28,2014-04-27,Southern,Influenza_ANotSubtyped,2014,4,0
3771,2013-2014,2014-04-28,2014-04-27,Southern,Influenza_B,2014,4,5
3772,2013-2014,2014-05-05,2014-05-04,Bay Area,Influenza_AH1pdm09,2014,5,0
3773,2013-2014,2014-05-05,2014-05-04,Bay Area,Influenza_AH3,2014,5,1
3774,2013-2014,2014-05-05,2014-05-04,Bay Area,Influenza_ANotSubtyped,2014,5,0
3775,2013-2014,2014-05-05,2014-05-04,Bay Area,Influenza_B,2014,5,1
3776,2013-2014,2014-05-05,2014-05-04,Central,Influenza_AH1pdm09,2014,5,0
3777,2013-2014,2014-05-05,2014-05-04,Central,Influenza_AH3,2014,5,0
3778,2013-2014,2014-05-05,2014-05-04,Central,Influenza_ANotSubtyped,2014,5,0
3779,2013-2014,2014-05-05,2014-05-04,Central,Influenza_B,2014,5,1
3780,2013-2014,2014-05-05,2014-05-04,Northern,Influenza_AH1pdm09,2014,5,0
3781,2013-2014,2014-05-05,2014-05-04,Northern,Influenza_AH3,2014,5,1
3782,2013-2014,2014-05-05,2014-05-04,Northern,Influenza_ANotSubtyped,2014,5,0
3783,2013-2014,2014-05-05,2014-05-04,Northern,Influenza_B,2014,5,1
3784,2013-2014,2014-05-05,2014-05-04,Southern,Influenza_AH1pdm09,2014,5,0
3785,2013-2014,2014-05-05,2014-05-04,Southern,Influenza_AH3,2014,5,3
3786,2013-2014,2014-05-05,2014-05-04,Southern,Influenza_ANotSubtyped,2014,5,1
3787,2013-2014,2014-05-05,2014-05-04,Southern,Influenza_B,2014,5,6
3788,2013-2014,2014-05-12,2014-05-11,Bay Area,Influenza_AH1pdm09,2014,5,0
3789,2013-2014,2014-05-12,2014-05-11,Bay Area,Influenza_AH3,2014,5,4
3790,2013-2014,2014-05-12,2014-05-11,Bay Area,Influenza_ANotSubtyped,2014,5,0
3791,2013-2014,2014-05-12,2014-05-11,Bay Area,Influenza_B,2014,5,0
3792,2013-2014,2014-05-12,2014-05-11,Central,Influenza_AH1pdm09,2014,5,0
3793,2013-2014,2014-05-12,2014-05-11,Central,Influenza_AH3,2014,5,0
3794,2013-2014,2014-05-12,2014-05-11,Central,Influenza_ANotSubtyped,2014,5,0
3795,2013-2014,2014-05-12,2014-05-11,Central,Influenza_B,2014,5,0
3796,2013-2014,2014-05-12,2014-05-11,Northern,Influenza_AH1pdm09,2014,5,0
3797,2013-2014,2014-05-12,2014-05-11,Northern,Influenza_AH3,2014,5,0
3798,2013-2014,2014-05-12,2014-05-11,Northern,Influenza_ANotSubtyped,2014,5,0
3799,2013-2014,2014-05-12,2014-05-11,Northern,Influenza_B,2014,5,2
3800,2013-2014,2014-05-12,2014-05-11,Southern,Influenza_AH1pdm09,2014,5,0
3801,2013-2014,2014-05-12,2014-05-11,Southern,Influenza_AH3,2014,5,7
3802,2013-2014,2014-05-12,2014-05-11,Southern,Influenza_ANotSubtyped,2014,5,1
3803,2013-2014,2014-05-12,2014-05-11,Southern,Influenza_B,2014,5,2
3804,2013-2014,2014-05-19,2014-05-18,Bay Area,Influenza_AH1pdm09,2014,5,0
3805,2013-2014,2014-05-19,2014-05-18,Bay Area,Influenza_AH3,2014,5,1
3806,2013-2014,2014-05-19,2014-05-18,Bay Area,Influenza_ANotSubtyped,2014,5,1
3807,2013-2014,2014-05-19,2014-05-18,Bay Area,Influenza_B,2014,5,1
3808,2013-2014,2014-05-19,2014-05-18,Central,Influenza_AH1pdm09,2014,5,0
3809,2013-2014,2014-05-19,2014-05-18,Central,Influenza_AH3,2014,5,1
3810,2013-2014,2014-05-19,2014-05-18,Central,Influenza_ANotSubtyped,2014,5,0
3811,2013-2014,2014-05-19,2014-05-18,Central,Influenza_B,2014,5,4
3812,2013-2014,2014-05-19,2014-05-18,Northern,Influenza_AH1pdm09,2014,5,0
3813,2013-2014,2014-05-19,2014-05-18,Northern,Influenza_AH3,2014,5,0
3814,2013-2014,2014-05-19,2014-05-18,Northern,Influenza_ANotSubtyped,2014,5,1
3815,2013-2014,2014-05-19,2014-05-18,Northern,Influenza_B,2014,5,0
3816,2013-2014,2014-05-19,2014-05-18,Southern,Influenza_AH1pdm09,2014,5,0
3817,2013-2014,2014-05-19,2014-05-18,Southern,Influenza_AH3,2014,5,6
3818,2013-2014,2014-05-19,2014-05-18,Southern,Influenza_ANotSubtyped,2014,5,0
3819,2013-2014,2014-05-19,2014-05-18,Southern,Influenza_B,2014,5,4
3820,2013-2014,2014-05-26,2014-05-25,Bay Area,Influenza_AH1pdm09,2014,5,0
3821,2013-2014,2014-05-26,2014-05-25,Bay Area,Influenza_AH3,2014,5,0
3822,2013-2014,2014-05-26,2014-05-25,Bay Area,Influenza_ANotSubtyped,2014,5,0
3823,2013-2014,2014-05-26,2014-05-25,Bay Area,Influenza_B,2014,5,0
3824,2013-2014,2014-05-26,2014-05-25,Central,Influenza_AH1pdm09,2014,5,0
3825,2013-2014,2014-05-26,2014-05-25,Central,Influenza_AH3,2014,5,0
3826,2013-2014,2014-05-26,2014-05-25,Central,Influenza_ANotSubtyped,2014,5,0
3827,2013-2014,2014-05-26,2014-05-25,Central,Influenza_B,2014,5,0
3828,2013-2014,2014-05-26,2014-05-25,Northern,Influenza_AH1pdm09,2014,5,0
3829,2013-2014,2014-05-26,2014-05-25,Northern,Influenza_AH3,2014,5,1
3830,2013-2014,2014-05-26,2014-05-25,Northern,Influenza_ANotSubtyped,2014,5,0
3831,2013-2014,2014-05-26,2014-05-25,Northern,Influenza_B,2014,5,0
3832,2013-2014,2014-05-26,2014-05-25,Southern,Influenza_AH1pdm09,2014,5,0
3833,2013-2014,2014-05-26,2014-05-25,Southern,Influenza_AH3,2014,5,5
3834,2013-2014,2014-05-26,2014-05-25,Southern,Influenza_ANotSubtyped,2014,5,0
3835,2013-2014,2014-05-26,2014-05-25,Southern,Influenza_B,2014,5,2
3836,2013-2014,2014-06-02,2014-06-01,Bay Area,Influenza_AH1pdm09,2014,6,0
3837,2013-2014,2014-06-02,2014-06-01,Bay Area,Influenza_AH3,2014,6,0
3838,2013-2014,2014-06-02,2014-06-01,Bay Area,Influenza_ANotSubtyped,2014,6,0
3839,2013-2014,2014-06-02,2014-06-01,Bay Area,Influenza_B,2014,6,0
3840,2013-2014,2014-06-02,2014-06-01,Central,Influenza_AH1pdm09,2014,6,0
3841,2013-2014,2014-06-02,2014-06-01,Central,Influenza_AH3,2014,6,0
3842,2013-2014,2014-06-02,2014-06-01,Central,Influenza_ANotSubtyped,2014,6,0
3843,2013-2014,2014-06-02,2014-06-01,Central,Influenza_B,2014,6,1
3844,2013-2014,2014-06-02,2014-06-01,Northern,Influenza_AH1pdm09,2014,6,0
3845,2013-2014,2014-06-02,2014-06-01,Northern,Influenza_AH3,2014,6,0
3846,2013-2014,2014-06-02,2014-06-01,Northern,Influenza_ANotSubtyped,2014,6,0
3847,2013-2014,2014-06-02,2014-06-01,Northern,Influenza_B,2014,6,0
3848,2013-2014,2014-06-02,2014-06-01,Southern,Influenza_AH1pdm09,2014,6,0
3849,2013-2014,2014-06-02,2014-06-01,Southern,Influenza_AH3,2014,6,1
3850,2013-2014,2014-06-02,2014-06-01,Southern,Influenza_ANotSubtyped,2014,6,0
3851,2013-2014,2014-06-02,2014-06-01,Southern,Influenza_B,2014,6,1
3852,2013-2014,2014-06-09,2014-06-08,Bay Area,Influenza_AH1pdm09,2014,6,0
3853,2013-2014,2014-06-09,2014-06-08,Bay Area,Influenza_AH3,2014,6,1
3854,2013-2014,2014-06-09,2014-06-08,Bay Area,Influenza_ANotSubtyped,2014,6,0
3855,2013-2014,2014-06-09,2014-06-08,Bay Area,Influenza_B,2014,6,0
3856,2013-2014,2014-06-09,2014-06-08,Central,Influenza_AH1pdm09,2014,6,0
3857,2013-2014,2014-06-09,2014-06-08,Central,Influenza_AH3,2014,6,0
3858,2013-2014,2014-06-09,2014-06-08,Central,Influenza_ANotSubtyped,2014,6,0
3859,2013-2014,2014-06-09,2014-06-08,Central,Influenza_B,2014,6,1
3860,2013-2014,2014-06-09,2014-06-08,Northern,Influenza_AH1pdm09,2014,6,0
3861,2013-2014,2014-06-09,2014-06-08,Northern,Influenza_AH3,2014,6,0
3862,2013-2014,2014-06-09,2014-06-08,Northern,Influenza_ANotSubtyped,2014,6,0
3863,2013-2014,2014-06-09,2014-06-08,Northern,Influenza_B,2014,6,0
3864,2013-2014,2014-06-09,2014-06-08,Southern,Influenza_AH1pdm09,2014,6,0
3865,2013-2014,2014-06-09,2014-06-08,Southern,Influenza_AH3,2014,6,0
3866,2013-2014,2014-06-09,2014-06-08,Southern,Influenza_ANotSubtyped,2014,6,0
3867,2013-2014,2014-06-09,2014-06-08,Southern,Influenza_B,2014,6,4
3868,2013-2014,2014-06-16,2014-06-15,Bay Area,Influenza_AH1pdm09,2014,6,0
3869,2013-2014,2014-06-16,2014-06-15,Bay Area,Influenza_AH3,2014,6,2
3870,2013-2014,2014-06-16,2014-06-15,Bay Area,Influenza_ANotSubtyped,2014,6,3
3871,2013-2014,2014-06-16,2014-06-15,Bay Area,Influenza_B,2014,6,0
3872,2013-2014,2014-06-16,2014-06-15,Central,Influenza_AH1pdm09,2014,6,0
3873,2013-2014,2014-06-16,2014-06-15,Central,Influenza_AH3,2014,6,0
3874,2013-2014,2014-06-16,2014-06-15,Central,Influenza_ANotSubtyped,2014,6,0
3875,2013-2014,2014-06-16,2014-06-15,Central,Influenza_B,2014,6,0
3876,2013-2014,2014-06-16,2014-06-15,Northern,Influenza_AH1pdm09,2014,6,0
3877,2013-2014,2014-06-16,2014-06-15,Northern,Influenza_AH3,2014,6,0
3878,2013-2014,2014-06-16,2014-06-15,Northern,Influenza_ANotSubtyped,2014,6,0
3879,2013-2014,2014-06-16,2014-06-15,Northern,Influenza_B,2014,6,0
3880,2013-2014,2014-06-16,2014-06-15,Southern,Influenza_AH1pdm09,2014,6,0
3881,2013-2014,2014-06-16,2014-06-15,Southern,Influenza_AH3,2014,6,1
3882,2013-2014,2014-06-16,2014-06-15,Southern,Influenza_ANotSubtyped,2014,6,1
3883,2013-2014,2014-06-16,2014-06-15,Southern,Influenza_B,2014,6,2
3884,2013-2014,2014-06-23,2014-06-22,Bay Area,Influenza_AH1pdm09,2014,6,0
3885,2013-2014,2014-06-23,2014-06-22,Bay Area,Influenza_AH3,2014,6,1
3886,2013-2014,2014-06-23,2014-06-22,Bay Area,Influenza_ANotSubtyped,2014,6,0
3887,2013-2014,2014-06-23,2014-06-22,Bay Area,Influenza_B,2014,6,1
3888,2013-2014,2014-06-23,2014-06-22,Central,Influenza_AH1pdm09,2014,6,0
3889,2013-2014,2014-06-23,2014-06-22,Central,Influenza_AH3,2014,6,0
3890,2013-2014,2014-06-23,2014-06-22,Central,Influenza_ANotSubtyped,2014,6,0
3891,2013-2014,2014-06-23,2014-06-22,Central,Influenza_B,2014,6,2
3892,2013-2014,2014-06-23,2014-06-22,Northern,Influenza_AH1pdm09,2014,6,0
3893,2013-2014,2014-06-23,2014-06-22,Northern,Influenza_AH3,2014,6,0
3894,2013-2014,2014-06-23,2014-06-22,Northern,Influenza_ANotSubtyped,2014,6,0
3895,2013-2014,2014-06-23,2014-06-22,Northern,Influenza_B,2014,6,0
3896,2013-2014,2014-06-23,2014-06-22,Southern,Influenza_AH1pdm09,2014,6,0
3897,2013-2014,2014-06-23,2014-06-22,Southern,Influenza_AH3,2014,6,1
3898,2013-2014,2014-06-23,2014-06-22,Southern,Influenza_ANotSubtyped,2014,6,0
3899,2013-2014,2014-06-23,2014-06-22,Southern,Influenza_B,2014,6,1
3900,2013-2014,2014-06-30,2014-06-29,Bay Area,Influenza_AH1pdm09,2014,6,0
3901,2013-2014,2014-06-30,2014-06-29,Bay Area,Influenza_AH3,2014,6,0
3902,2013-2014,2014-06-30,2014-06-29,Bay Area,Influenza_ANotSubtyped,2014,6,0
3903,2013-2014,2014-06-30,2014-06-29,Bay Area,Influenza_B,2014,6,1
3904,2013-2014,2014-06-30,2014-06-29,Central,Influenza_AH1pdm09,2014,6,0
3905,2013-2014,2014-06-30,2014-06-29,Central,Influenza_AH3,2014,6,0
3906,2013-2014,2014-06-30,2014-06-29,Central,Influenza_ANotSubtyped,2014,6,0
3907,2013-2014,2014-06-30,2014-06-29,Central,Influenza_B,2014,6,1
3908,2013-2014,2014-06-30,2014-06-29,Northern,Influenza_AH1pdm09,2014,6,0
3909,2013-2014,2014-06-30,2014-06-29,Northern,Influenza_AH3,2014,6,0
3910,2013-2014,2014-06-30,2014-06-29,Northern,Influenza_ANotSubtyped,2014,6,0
3911,2013-2014,2014-06-30,2014-06-29,Northern,Influenza_B,2014,6,0
3912,2013-2014,2014-06-30,2014-06-29,Southern,Influenza_AH1pdm09,2014,6,0
3913,2013-2014,2014-06-30,2014-06-29,Southern,Influenza_AH3,2014,6,0
3914,2013-2014,2014-06-30,2014-06-29,Southern,Influenza_ANotSubtyped,2014,6,0
3915,2013-2014,2014-06-30,2014-06-29,Southern,Influenza_B,2014,6,0
3916,2013-2014,2014-07-07,2014-07-06,Bay Area,Influenza_AH1pdm09,2014,7,0
3917,2013-2014,2014-07-07,2014-07-06,Bay Area,Influenza_AH3,2014,7,6
3918,2013-2014,2014-07-07,2014-07-06,Bay Area,Influenza_ANotSubtyped,2014,7,0
3919,2013-2014,2014-07-07,2014-07-06,Bay Area,Influenza_B,2014,7,0
3920,2013-2014,2014-07-07,2014-07-06,Central,Influenza_AH1pdm09,2014,7,0
3921,2013-2014,2014-07-07,2014-07-06,Central,Influenza_AH3,2014,7,0
3922,2013-2014,2014-07-07,2014-07-06,Central,Influenza_ANotSubtyped,2014,7,0
3923,2013-2014,2014-07-07,2014-07-06,Central,Influenza_B,2014,7,0
3924,2013-2014,2014-07-07,2014-07-06,Northern,Influenza_AH1pdm09,2014,7,0
3925,2013-2014,2014-07-07,2014-07-06,Northern,Influenza_AH3,2014,7,0
3926,2013-2014,2014-07-07,2014-07-06,Northern,Influenza_ANotSubtyped,2014,7,0
3927,2013-2014,2014-07-07,2014-07-06,Northern,Influenza_B,2014,7,0
3928,2013-2014,2014-07-07,2014-07-06,Southern,Influenza_AH1pdm09,2014,7,0
3929,2013-2014,2014-07-07,2014-07-06,Southern,Influenza_AH3,2014,7,1
3930,2013-2014,2014-07-07,2014-07-06,Southern,Influenza_ANotSubtyped,2014,7,0
3931,2013-2014,2014-07-07,2014-07-06,Southern,Influenza_B,2014,7,0
3932,2013-2014,2014-07-14,2014-07-13,Bay Area,Influenza_AH1pdm09,2014,7,0
3933,2013-2014,2014-07-14,2014-07-13,Bay Area,Influenza_AH3,2014,7,0
3934,2013-2014,2014-07-14,2014-07-13,Bay Area,Influenza_ANotSubtyped,2014,7,0
3935,2013-2014,2014-07-14,2014-07-13,Bay Area,Influenza_B,2014,7,0
3936,2013-2014,2014-07-14,2014-07-13,Central,Influenza_AH1pdm09,2014,7,0
3937,2013-2014,2014-07-14,2014-07-13,Central,Influenza_AH3,2014,7,0
3938,2013-2014,2014-07-14,2014-07-13,Central,Influenza_ANotSubtyped,2014,7,0
3939,2013-2014,2014-07-14,2014-07-13,Central,Influenza_B,2014,7,0
3940,2013-2014,2014-07-14,2014-07-13,Northern,Influenza_AH1pdm09,2014,7,0
3941,2013-2014,2014-07-14,2014-07-13,Northern,Influenza_AH3,2014,7,0
3942,2013-2014,2014-07-14,2014-07-13,Northern,Influenza_ANotSubtyped,2014,7,0
3943,2013-2014,2014-07-14,2014-07-13,Northern,Influenza_B,2014,7,0
3944,2013-2014,2014-07-14,2014-07-13,Southern,Influenza_AH1pdm09,2014,7,0
3945,2013-2014,2014-07-14,2014-07-13,Southern,Influenza_AH3,2014,7,0
3946,2013-2014,2014-07-14,2014-07-13,Southern,Influenza_ANotSubtyped,2014,7,0
3947,2013-2014,2014-07-14,2014-07-13,Southern,Influenza_B,2014,7,1
3948,2013-2014,2014-07-21,2014-07-20,Bay Area,Influenza_AH1pdm09,2014,7,0
3949,2013-2014,2014-07-21,2014-07-20,Bay Area,Influenza_AH3,2014,7,0
3950,2013-2014,2014-07-21,2014-07-20,Bay Area,Influenza_ANotSubtyped,2014,7,0
3951,2013-2014,2014-07-21,2014-07-20,Bay Area,Influenza_B,2014,7,0
3952,2013-2014,2014-07-21,2014-07-20,Central,Influenza_AH1pdm09,2014,7,0
3953,2013-2014,2014-07-21,2014-07-20,Central,Influenza_AH3,2014,7,0
3954,2013-2014,2014-07-21,2014-07-20,Central,Influenza_ANotSubtyped,2014,7,0
3955,2013-2014,2014-07-21,2014-07-20,Central,Influenza_B,2014,7,0
3956,2013-2014,2014-07-21,2014-07-20,Northern,Influenza_AH1pdm09,2014,7,0
3957,2013-2014,2014-07-21,2014-07-20,Northern,Influenza_AH3,2014,7,0
3958,2013-2014,2014-07-21,2014-07-20,Northern,Influenza_ANotSubtyped,2014,7,0
3959,2013-2014,2014-07-21,2014-07-20,Northern,Influenza_B,2014,7,0
3960,2013-2014,2014-07-21,2014-07-20,Southern,Influenza_AH1pdm09,2014,7,0
3961,2013-2014,2014-07-21,2014-07-20,Southern,Influenza_AH3,2014,7,0
3962,2013-2014,2014-07-21,2014-07-20,Southern,Influenza_ANotSubtyped,2014,7,0
3963,2013-2014,2014-07-21,2014-07-20,Southern,Influenza_B,2014,7,0
3964,2013-2014,2014-07-28,2014-07-27,Bay Area,Influenza_AH1pdm09,2014,7,0
3965,2013-2014,2014-07-28,2014-07-27,Bay Area,Influenza_AH3,2014,7,0
3966,2013-2014,2014-07-28,2014-07-27,Bay Area,Influenza_ANotSubtyped,2014,7,0
3967,2013-2014,2014-07-28,2014-07-27,Bay Area,Influenza_B,2014,7,0
3968,2013-2014,2014-07-28,2014-07-27,Central,Influenza_AH1pdm09,2014,7,0
3969,2013-2014,2014-07-28,2014-07-27,Central,Influenza_AH3,2014,7,0
3970,2013-2014,2014-07-28,2014-07-27,Central,Influenza_ANotSubtyped,2014,7,0
3971,2013-2014,2014-07-28,2014-07-27,Central,Influenza_B,2014,7,0
3972,2013-2014,2014-07-28,2014-07-27,Northern,Influenza_AH1pdm09,2014,7,0
3973,2013-2014,2014-07-28,2014-07-27,Northern,Influenza_AH3,2014,7,2
3974,2013-2014,2014-07-28,2014-07-27,Northern,Influenza_ANotSubtyped,2014,7,0
3975,2013-2014,2014-07-28,2014-07-27,Northern,Influenza_B,2014,7,0
3976,2013-2014,2014-07-28,2014-07-27,Southern,Influenza_AH1pdm09,2014,7,0
3977,2013-2014,2014-07-28,2014-07-27,Southern,Influenza_AH3,2014,7,0
3978,2013-2014,2014-07-28,2014-07-27,Southern,Influenza_ANotSubtyped,2014,7,0
3979,2013-2014,2014-07-28,2014-07-27,Southern,Influenza_B,2014,7,0
3980,2013-2014,2014-08-04,2014-08-03,Bay Area,Influenza_AH1pdm09,2014,8,0
3981,2013-2014,2014-08-04,2014-08-03,Bay Area,Influenza_AH3,2014,8,7
3982,2013-2014,2014-08-04,2014-08-03,Bay Area,Influenza_ANotSubtyped,2014,8,0
3983,2013-2014,2014-08-04,2014-08-03,Bay Area,Influenza_B,2014,8,0
3984,2013-2014,2014-08-04,2014-08-03,Central,Influenza_AH1pdm09,2014,8,0
3985,2013-2014,2014-08-04,2014-08-03,Central,Influenza_AH3,2014,8,0
3986,2013-2014,2014-08-04,2014-08-03,Central,Influenza_ANotSubtyped,2014,8,0
3987,2013-2014,2014-08-04,2014-08-03,Central,Influenza_B,2014,8,0
3988,2013-2014,2014-08-04,2014-08-03,Northern,Influenza_AH1pdm09,2014,8,0
3989,2013-2014,2014-08-04,2014-08-03,Northern,Influenza_AH3,2014,8,0
3990,2013-2014,2014-08-04,2014-08-03,Northern,Influenza_ANotSubtyped,2014,8,0
3991,2013-2014,2014-08-04,2014-08-03,Northern,Influenza_B,2014,8,2
3992,2013-2014,2014-08-04,2014-08-03,Southern,Influenza_AH1pdm09,2014,8,0
3993,2013-2014,2014-08-04,2014-08-03,Southern,Influenza_AH3,2014,8,0
3994,2013-2014,2014-08-04,2014-08-03,Southern,Influenza_ANotSubtyped,2014,8,0
3995,2013-2014,2014-08-04,2014-08-03,Southern,Influenza_B,2014,8,0
3996,2013-2014,2014-08-11,2014-08-10,Bay Area,Influenza_AH1pdm09,2014,8,0
3997,2013-2014,2014-08-11,2014-08-10,Bay Area,Influenza_AH3,2014,8,3
3998,2013-2014,2014-08-11,2014-08-10,Bay Area,Influenza_ANotSubtyped,2014,8,0
3999,2013-2014,2014-08-11,2014-08-10,Bay Area,Influenza_B,2014,8,0
4000,2013-2014,2014-08-11,2014-08-10,Central,Influenza_AH1pdm09,2014,8,0
4001,2013-2014,2014-08-11,2014-08-10,Central,Influenza_AH3,2014,8,0
4002,2013-2014,2014-08-11,2014-08-10,Central,Influenza_ANotSubtyped,2014,8,0
4003,2013-2014,2014-08-11,2014-08-10,Central,Influenza_B,2014,8,0
4004,2013-2014,2014-08-11,2014-08-10,Northern,Influenza_AH1pdm09,2014,8,0
